City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Sao Geraldo Do Araguaia,BR,2020-11-27 17:29:26,-6.4,-48.55,85.68,54,100,4.85
306,Tombouctou,ML,2020-11-27 17:29:26,20.0,-3.0,78.96,16,4,7.45
307,Tadine,NC,2020-11-27 17:29:26,-21.55,167.88,71.15,69,0,10.49
308,Ludvika,SE,2020-11-27 17:29:06,60.15,15.19,28.0,92,4,2.24
309,Khor,RU,2020-11-27 17:29:26,47.89,134.95,10.38,91,0,9.48
310,Wanning,CN,2020-11-27 17:29:26,18.8,110.4,71.49,83,68,13.04
311,Iseyin,NG,2020-11-27 17:29:27,7.97,3.6,87.87,47,36,4.38
312,Vardo,NO,2020-11-27 17:29:27,70.37,31.11,30.2,80,0,41.38
313,Binzhou,CN,2020-11-27 17:29:27,37.37,118.02,34.0,66,21,5.97
314,Sistranda,NO,2020-11-27 17:29:27,63.73,8.83,37.4,74,40,14.99
315,Salinas,US,2020-11-27 17:27:21,36.68,-121.66,53.6,45,1,12.75
316,Tezu,IN,2020-11-27 17:29:27,27.92,96.17,66.33,42,100,1.12
317,Aksu,CN,2020-11-27 17:29:27,41.12,80.26,29.01,78,98,0.18
318,Fort-Shevchenko,KZ,2020-11-27 17:29:27,44.51,50.26,36.66,79,53,4.27
319,Mount Gambier,AU,2020-11-27 17:29:27,-37.83,140.77,57.2,87,98,8.05
320,Takoradi,GH,2020-11-27 17:29:27,4.88,-1.76,80.89,79,56,11.54
321,Cascas,PE,2020-11-27 17:29:28,-7.48,-78.82,68.0,45,75,3.36
322,Monterey,US,2020-11-27 17:29:28,36.25,-121.25,48.99,20,0,2.77
323,Camapua,BR,2020-11-27 17:29:28,-19.53,-54.04,93.13,31,38,4.14
324,Gaoua,BF,2020-11-27 17:29:28,10.3,-3.25,92.07,17,80,2.08
325,Sao Joao Da Barra,BR,2020-11-27 17:29:28,-21.64,-41.05,84.2,58,0,18.34
326,Caravelas,BR,2020-11-27 17:29:28,-17.71,-39.25,80.92,65,100,7.45
327,Vila Franca Do Campo,PT,2020-11-27 17:29:28,37.72,-25.43,62.6,72,40,17.22
328,Riviere-Au-Renard,CA,2020-11-27 17:29:28,49.0,-64.4,41.0,93,75,6.89
329,Sechura,PE,2020-11-27 17:29:29,-5.56,-80.82,75.13,56,98,5.26
330,Omsukchan,RU,2020-11-27 17:29:29,62.53,155.8,-3.84,88,100,5.91
331,Sarai Sidhu,PK,2020-11-27 17:29:29,30.59,71.97,59.0,72,0,4.7
332,Yongchang,CN,2020-11-27 17:29:29,30.04,119.73,50.0,92,100,4.83
333,Bukama,CD,2020-11-27 17:29:29,-9.2,25.85,77.61,72,84,2.89
334,Anloga,GH,2020-11-27 17:29:29,5.79,0.9,84.2,74,20,12.75
335,Ennis,IE,2020-11-27 17:29:29,52.84,-8.99,42.8,87,20,5.82
336,Kodinsk,RU,2020-11-27 17:29:29,58.69,99.18,5.99,92,24,1.9
337,Hervey Bay,AU,2020-11-27 17:25:46,-25.3,152.85,68.0,80,31,1.01
338,Natitingou,BJ,2020-11-27 17:29:30,10.3,1.38,91.4,33,40,6.93
339,Pijijiapan,MX,2020-11-27 17:29:30,15.7,-93.23,91.26,47,61,3.13
340,Berlevag,NO,2020-11-27 17:29:30,70.86,29.09,37.4,79,75,35.57
341,Necochea,AR,2020-11-27 17:29:30,-38.55,-58.74,81.55,26,0,18.9
342,Neryungri,RU,2020-11-27 17:25:39,56.67,124.65,0.75,90,100,7.78
343,Ranfurly,NZ,2020-11-27 17:29:30,-45.13,170.1,28.99,93,4,0.96
344,Ossora,RU,2020-11-27 17:29:31,59.24,163.07,10.81,85,26,6.82
345,Batavia,US,2020-11-27 17:27:53,41.85,-88.31,41.0,86,90,10.29
346,Aranos,NA,2020-11-27 17:29:31,-24.13,19.12,86.79,25,75,19.8
347,Darnah,LY,2020-11-27 17:29:31,32.77,22.64,62.64,70,38,11.39
348,Shache,CN,2020-11-27 17:29:31,38.42,77.24,21.11,90,23,4.38
349,Coahuayana,MX,2020-11-27 17:29:31,18.73,-103.68,78.8,74,40,2.8
350,Bathsheba,BB,2020-11-27 17:29:31,13.22,-59.52,82.4,78,75,12.75
351,Sterling,US,2020-11-27 17:29:32,39.01,-77.43,59.0,58,75,4.7
352,Sivas,TR,2020-11-27 17:29:32,39.79,37.0,26.6,63,0,8.05
353,Shu,KZ,2020-11-27 17:29:32,43.6,73.76,35.28,83,100,3.62
354,Weihe,CN,2020-11-27 17:29:32,33.0,105.32,35.94,81,100,5.26
355,Podgorica,ME,2020-11-27 17:29:32,42.44,19.26,44.6,45,0,3.36
356,Havelock,US,2020-11-27 17:29:32,34.88,-76.9,72.0,73,1,2.39
357,Say,NE,2020-11-27 17:29:32,13.1,2.37,95.0,16,23,2.24
358,Bima,ID,2020-11-27 17:29:33,-8.47,118.72,78.42,87,98,3.62
359,Manzhouli,CN,2020-11-27 17:29:33,49.6,117.43,0.43,87,0,7.31
360,Kirkuk,IQ,2020-11-27 17:29:33,35.47,44.39,56.86,59,95,12.5
361,Axim,GH,2020-11-27 17:29:33,4.87,-2.24,80.82,79,57,10.27
362,Pinawa,CA,2020-11-27 17:29:33,50.15,-95.88,21.31,91,86,9.01
363,Sibiti,CG,2020-11-27 17:29:33,-3.68,13.35,73.87,96,99,2.13
364,Beaverlodge,CA,2020-11-27 17:29:33,55.22,-119.44,32.0,95,75,9.17
365,Narsaq,GL,2020-11-27 17:29:33,60.92,-46.05,17.6,57,75,6.93
366,Birjand,IR,2020-11-27 17:29:34,32.87,59.22,51.8,25,75,4.7
367,Basco,PH,2020-11-27 17:26:58,20.45,121.97,77.34,77,8,30.58
368,Mehamn,NO,2020-11-27 17:29:34,71.04,27.85,37.4,69,0,19.46
369,Saint Anthony,US,2020-11-27 17:28:57,45.02,-93.22,33.8,63,1,10.29
370,Maniitsoq,GL,2020-11-27 17:29:34,65.42,-52.9,24.71,92,100,10.11
371,Aasiaat,GL,2020-11-27 17:29:34,68.71,-52.87,14.34,87,100,3.94
372,Vaitape,PF,2020-11-27 17:29:34,-16.52,-151.75,80.51,77,44,6.26
373,Palmerston,AU,2020-11-27 17:29:34,-12.49,130.98,84.2,79,60,8.05
374,Chicama,PE,2020-11-27 17:29:35,-7.84,-79.15,68.0,77,0,12.75
375,Matagami,CA,2020-11-27 17:29:35,49.75,-77.63,30.2,80,90,6.93
376,Mitsamiouli,KM,2020-11-27 17:29:35,-11.38,43.28,82.04,75,11,8.5
377,Makhalino,RU,2020-11-27 17:29:35,53.09,46.22,29.03,99,100,9.17
378,Abu Samrah,SY,2020-11-27 17:29:35,35.3,37.18,53.17,44,48,9.04
379,Aleksandrov Gay,RU,2020-11-27 17:29:35,50.15,48.57,30.99,99,100,11.5
380,Tuatapere,NZ,2020-11-27 17:29:35,-46.13,167.68,39.99,89,51,3.0
381,Padang,ID,2020-11-27 17:29:35,-0.95,100.35,77.65,77,99,3.76
382,Nassau,US,2020-11-27 17:29:36,40.75,-73.58,62.6,48,75,8.05
383,Shanghai,CN,2020-11-27 17:25:41,31.22,121.46,51.01,71,0,11.18
384,Aksarka,RU,2020-11-27 17:29:36,66.56,67.8,2.79,94,57,8.97
385,Alcudia,ES,2020-11-27 17:29:36,39.85,3.12,61.0,77,0,9.17
386,Sicuani,PE,2020-11-27 17:29:36,-14.27,-71.23,62.65,35,45,4.47
387,Richards Bay,ZA,2020-11-27 17:29:36,-28.78,32.04,68.59,70,78,8.84
388,Carutapera,BR,2020-11-27 17:29:36,-1.2,-46.02,81.9,83,76,7.87
389,Porto Novo,BJ,2020-11-27 17:29:36,6.5,2.6,84.2,79,40,12.75
390,Andros Town,BS,2020-11-27 17:29:36,24.7,-77.77,78.8,69,40,10.29
391,Ugoofaaru,MV,2020-11-27 17:29:37,5.67,73.0,83.7,66,63,6.91
392,Kulhudhuffushi,MV,2020-11-27 17:29:37,6.62,73.07,82.87,68,5,7.38
393,Diamantino,BR,2020-11-27 17:29:37,-14.41,-56.45,94.21,37,0,6.98
394,Deputatskiy,RU,2020-11-27 17:29:37,69.3,139.9,-12.19,90,100,6.67
395,Nueva Concepcion,GT,2020-11-27 17:29:37,14.2,-91.3,87.8,62,75,6.93
396,Port Hawkesbury,CA,2020-11-27 17:29:37,45.62,-61.35,55.99,100,90,9.17
397,Helong,CN,2020-11-27 17:29:37,42.54,129.0,15.42,81,0,6.64
398,Lanzhou,CN,2020-11-27 17:29:37,36.06,103.79,33.01,52,100,4.34
399,Santa Cruz Del Sur,CU,2020-11-27 17:29:38,20.71,-78.0,82.27,70,4,11.72
400,Villanueva De Cordoba,ES,2020-11-27 17:29:38,38.32,-4.63,51.8,93,90,1.12
401,Deloraine,AU,2020-11-27 17:29:38,-41.53,146.67,57.0,95,100,1.23
402,Vryburg,ZA,2020-11-27 17:29:38,-26.96,24.73,74.55,45,62,8.95
403,Methoni,GR,2020-11-27 17:29:38,36.82,21.7,57.99,76,40,1.16
404,Salaga,GH,2020-11-27 17:29:38,8.55,-0.52,91.15,39,88,2.66
405,Warrington,GB,2020-11-27 17:25:28,53.39,-2.58,42.01,93,30,5.82
406,Jackson,US,2020-11-27 17:25:04,42.42,-122.83,33.8,86,90,1.25
407,Atikokan,CA,2020-11-27 17:29:39,48.76,-91.62,25.25,94,88,9.75
408,Nuuk,GL,2020-11-27 17:29:39,64.18,-51.72,24.8,85,75,16.11
409,Poya,NC,2020-11-27 17:29:39,-21.35,165.15,68.85,72,19,5.64
410,Boysun,UZ,2020-11-27 17:29:39,38.21,67.2,46.69,46,100,4.81
411,Mbandaka,CD,2020-11-27 17:29:39,0.05,18.26,78.91,72,97,2.71
412,Huntsville,US,2020-11-27 17:28:50,34.73,-86.59,64.99,55,1,4.7
413,Olinda,BR,2020-11-27 17:29:39,-8.01,-34.86,84.2,54,40,11.41
414,Lere,NG,2020-11-27 17:29:39,10.39,8.57,79.63,28,0,4.25
415,Vilhena,BR,2020-11-27 17:29:40,-12.74,-60.15,80.6,74,75,5.82
416,Grand Gaube,MU,2020-11-27 17:29:40,-20.01,57.66,75.0,75,12,7.0
417,Ridgecrest,US,2020-11-27 17:29:40,35.62,-117.67,53.01,39,0,2.8
418,Xingcheng,CN,2020-11-27 17:29:40,40.62,120.72,24.39,79,0,12.37
419,Rena,NO,2020-11-27 17:29:40,61.13,11.36,29.25,92,89,2.91
420,Zatoka,UA,2020-11-27 17:29:40,46.07,30.47,33.8,80,0,4.47
421,Mount Isa,AU,2020-11-27 17:29:40,-20.73,139.5,77.0,61,42,4.7
422,Biak,ID,2020-11-27 17:29:40,-0.91,122.88,79.09,75,99,1.61
423,Novikovo,RU,2020-11-27 17:29:40,51.15,37.89,37.72,84,100,9.35
424,Ixtapa,MX,2020-11-27 17:29:41,20.7,-105.2,80.6,57,20,2.24
425,Taybad,IR,2020-11-27 17:29:41,34.74,60.78,45.16,55,100,22.3
426,Nokaneng,BW,2020-11-27 17:29:41,-19.67,22.27,83.01,44,47,8.5
427,Kirakira,SB,2020-11-27 17:29:41,-10.45,161.92,78.13,79,43,4.29
428,Kourou,GF,2020-11-27 17:29:41,5.16,-52.65,77.0,94,11,3.36
429,Igrim,RU,2020-11-27 17:29:41,63.19,64.42,11.88,95,18,2.98
430,Guiren,CN,2020-11-27 17:29:41,33.67,118.19,39.0,74,96,5.61
431,Bose,IT,2020-11-27 17:29:41,45.46,8.01,43.0,78,82,0.78
432,Nome,US,2020-11-27 17:29:41,64.5,-165.41,21.99,85,90,6.93
433,Bhatkal,IN,2020-11-27 17:29:41,13.97,74.57,76.59,67,13,10.36
434,Shahrud,IR,2020-11-27 17:29:42,36.42,54.98,38.86,72,55,9.19
435,Yining,CN,2020-11-27 17:29:42,29.04,114.56,45.7,86,100,2.82
436,Babai,IN,2020-11-27 17:29:42,22.7,77.93,61.34,46,38,5.91
437,Colgong,IN,2020-11-27 17:29:42,25.27,87.22,67.6,60,100,4.88
438,Greenwood,US,2020-11-27 17:29:42,34.17,-82.12,68.0,52,1,4.7
439,Altamira,BR,2020-11-27 17:25:20,-3.2,-52.21,82.4,74,75,4.7
440,Westport,US,2020-11-27 17:29:42,41.14,-73.36,60.01,67,75,8.05
441,Korla,CN,2020-11-27 17:29:42,41.76,86.15,22.64,85,20,2.73
442,Lata,PT,2020-11-27 17:29:42,40.16,-8.33,57.99,86,42,3.0
443,Rock Sound,BS,2020-11-27 17:29:43,24.9,-76.2,77.04,68,0,6.06
444,Shelburne,CA,2020-11-27 17:29:43,44.08,-80.2,43.0,99,100,8.01
445,Datong,CN,2020-11-27 17:29:43,40.09,113.29,16.88,89,63,1.79
446,Touros,BR,2020-11-27 17:29:43,-5.2,-35.46,84.2,66,75,17.22
447,Mhlume,SZ,2020-11-27 17:29:43,-26.03,31.85,66.2,82,85,1.12
448,Canton,CN,2020-11-27 17:27:05,23.12,113.25,64.0,72,0,13.42
449,Chissamba,AO,2020-11-27 17:29:43,-12.17,17.33,68.18,86,100,1.68
450,Thinadhoo,MV,2020-11-27 17:29:43,0.53,72.93,82.22,75,38,10.98
451,Soyo,AO,2020-11-27 17:29:43,-6.13,12.37,79.36,82,35,10.83
452,Nizhniy Kuranakh,RU,2020-11-27 17:29:44,58.84,125.49,4.59,92,100,7.43
453,Indian Head,US,2020-11-27 17:29:44,38.6,-77.16,62.01,55,90,3.22
454,Lugovoy,KZ,2020-11-27 17:29:44,42.95,72.76,34.5,81,100,2.44
455,Plouzane,FR,2020-11-27 17:29:36,48.38,-4.62,51.8,93,0,5.82
456,Carquefou,FR,2020-11-27 17:29:44,47.3,-1.49,50.0,93,82,3.36
457,Reconquista,AR,2020-11-27 17:29:44,-29.15,-59.65,87.51,52,21,10.49
458,Tsabong,BW,2020-11-27 17:29:44,-26.02,22.4,87.01,30,68,24.58
459,Opuwo,NA,2020-11-27 17:29:44,-18.06,13.84,85.5,26,92,7.54
460,Ojinaga,MX,2020-11-27 17:29:44,29.57,-104.42,71.6,33,1,4.7
461,Kidal,ML,2020-11-27 17:29:45,18.44,1.41,80.29,14,0,8.28
462,Cacoal,BR,2020-11-27 17:29:45,-11.44,-61.45,91.36,47,100,7.61
463,Ronne,DK,2020-11-27 17:29:45,55.1,14.71,35.6,100,0,2.24
464,Andra,RU,2020-11-27 17:29:45,62.51,65.89,8.6,95,76,4.45
465,Mpwapwa,TZ,2020-11-27 17:29:45,-6.35,36.48,75.56,58,0,6.15
466,Iquitos,PE,2020-11-27 17:29:45,-3.75,-73.25,80.6,83,75,4.7
467,Santa Isabel Do Rio Negro,BR,2020-11-27 17:29:45,-0.41,-65.02,84.58,85,56,2.06
468,Cururupu,BR,2020-11-27 17:29:46,-1.83,-44.87,86.77,62,69,7.14
469,Lisakovsk,KZ,2020-11-27 17:29:46,52.54,62.49,14.72,97,86,2.57
470,Pontianak,ID,2020-11-27 17:29:46,-0.03,109.33,74.93,94,100,3.85
471,General Roca,AR,2020-11-27 17:29:46,-39.03,-67.58,84.2,25,0,6.93
472,Atasu,KZ,2020-11-27 17:29:46,48.68,71.64,21.06,95,100,9.69
473,Ginir,ET,2020-11-27 17:29:46,7.13,40.7,58.89,94,71,1.48
474,Hirara,JP,2020-11-27 17:29:46,24.8,125.28,72.99,80,24,27.38
475,Caldwell,US,2020-11-27 17:29:47,43.66,-116.69,34.0,77,1,8.05
476,Qaqortoq,GL,2020-11-27 17:29:47,60.72,-46.03,17.6,57,75,6.93
477,Newport,GB,2020-11-27 17:29:47,51.59,-3.0,39.0,98,54,1.01
478,Jardim,BR,2020-11-27 17:29:47,-21.48,-56.14,97.66,31,77,4.88
479,Tela,HN,2020-11-27 17:29:47,15.78,-87.45,84.2,79,40,8.05
480,Constitucion,CL,2020-11-27 17:29:47,-35.33,-72.42,65.93,48,0,16.17
481,Gweta,BW,2020-11-27 17:29:47,-20.18,25.23,92.19,21,0,11.52
482,Sabha,LY,2020-11-27 17:29:47,27.04,14.43,62.19,35,1,10.29
483,Kamaishi,JP,2020-11-27 17:29:47,39.27,141.88,42.64,74,100,4.88
484,Ubinskoye,RU,2020-11-27 17:29:48,55.31,79.68,1.6,94,4,5.82
485,Sinnamary,GF,2020-11-27 17:29:48,5.38,-52.95,85.46,64,2,11.21
486,Rawson,AR,2020-11-27 17:29:48,-43.3,-65.1,79.09,23,84,16.08
487,Honiara,SB,2020-11-27 17:29:48,-9.43,159.95,73.4,100,20,2.24
488,Karasjok,NO,2020-11-27 17:28:41,69.47,25.51,30.2,68,0,19.46
489,Medicine Hat,CA,2020-11-27 17:26:18,50.05,-110.67,39.2,64,75,16.11
490,Sorland,NO,2020-11-27 17:29:48,67.67,12.69,42.8,70,40,16.11
491,Nusaybin,TR,2020-11-27 17:25:16,37.08,41.22,55.4,66,40,6.93
492,Ozinki,RU,2020-11-27 17:29:48,51.18,49.68,27.41,98,100,10.0
493,Waipawa,NZ,2020-11-27 17:29:48,-41.41,175.52,53.6,71,83,21.92
494,Mwanza,TZ,2020-11-27 17:29:49,-2.52,32.9,75.76,69,34,9.35
495,Lykhivka,UA,2020-11-27 17:29:49,48.69,33.92,41.63,85,69,7.58
496,Ternate,ID,2020-11-27 17:29:49,0.8,127.4,79.47,82,70,3.96
497,Nantucket,US,2020-11-27 17:27:00,41.28,-70.1,60.8,72,90,4.7
498,Tazovskiy,RU,2020-11-27 17:28:08,67.47,78.7,8.17,95,100,8.79
499,Alice Town,BS,2020-11-27 17:29:49,25.72,-79.3,77.36,72,27,10.89
500,Oussouye,SN,2020-11-27 17:29:49,12.48,-16.55,89.6,25,0,6.93
501,Awjilah,LY,2020-11-27 17:29:49,29.11,21.29,60.42,52,0,7.05
502,Urengoy,RU,2020-11-27 17:25:06,65.97,78.37,4.77,94,100,7.74
503,Bubaque,GW,2020-11-27 17:29:50,11.28,-15.83,84.0,44,0,7.16
504,Yarada,IN,2020-11-27 17:29:50,17.65,83.27,68.0,88,90,11.41
505,Goba,ET,2020-11-27 17:29:50,7.02,39.98,51.93,91,70,0.69
506,Dubai,AE,2020-11-27 17:25:46,25.26,55.3,79.0,38,0,11.41
507,Hailar,CN,2020-11-27 17:29:50,49.2,119.7,-1.08,89,0,3.18
508,Tingo Maria,PE,2020-11-27 17:29:50,-9.29,-76.01,87.8,58,20,3.36
509,Baiyin,CN,2020-11-27 17:29:50,36.56,104.21,33.01,62,100,2.24
510,Kiama,AU,2020-11-27 17:29:50,-34.68,150.87,66.0,92,53,6.53
511,Tucuma,BR,2020-11-27 17:29:50,-0.18,-50.05,87.78,58,47,5.23
512,Tatawin,TN,2020-11-27 17:29:51,32.93,10.45,68.0,34,0,4.7
513,Ararangua,BR,2020-11-27 17:29:51,-28.93,-49.49,68.97,96,100,4.12
514,Krasnoselkup,RU,2020-11-27 17:29:51,65.7,82.47,3.51,94,100,8.32
515,Optasi,RO,2020-11-27 17:29:51,44.58,24.65,32.0,61,90,5.82
516,Novopokrovka,UA,2020-11-27 17:29:51,49.84,36.55,41.0,86,75,8.95
517,Scottsboro,US,2020-11-27 17:25:36,34.67,-86.03,64.0,100,1,1.14
518,Cumberland,US,2020-11-27 17:29:52,35.05,-78.87,71.6,64,20,4.65
519,Shingu,JP,2020-11-27 17:29:52,33.73,135.98,53.92,77,34,8.08
520,Makinsk,KZ,2020-11-27 17:29:52,52.63,70.42,12.07,97,78,3.83
521,Yumen,CN,2020-11-27 17:29:52,40.28,97.2,18.88,81,23,4.5
522,New Castle,US,2020-11-27 17:29:52,41.0,-80.35,51.01,66,90,5.82
523,Bandarbeyla,SO,2020-11-27 17:29:52,9.49,50.81,76.33,75,0,15.52
524,Muswellbrook,AU,2020-11-27 17:29:52,-32.27,150.9,68.0,80,66,10.0
525,Somerset East,ZA,2020-11-27 17:29:38,-32.72,25.59,57.88,76,1,20.2
526,Osakarovka,KZ,2020-11-27 17:29:53,50.56,72.57,13.98,93,70,6.49
527,Tateyama,JP,2020-11-27 17:29:53,34.98,139.87,63.0,72,40,17.22
528,Quelimane,MZ,2020-11-27 17:29:53,-17.88,36.89,86.0,74,75,17.22
529,Czestochowa,PL,2020-11-27 17:26:36,50.8,19.12,37.99,100,90,4.7
530,Belaya Gora,RU,2020-11-27 17:29:53,68.53,146.42,-6.32,91,100,10.87
531,Birmitrapur,IN,2020-11-27 17:29:53,22.4,84.77,66.65,59,96,3.89
532,Musafirkhana,IN,2020-11-27 17:29:53,26.37,81.8,67.03,39,4,4.94
533,Ihosy,MG,2020-11-27 17:29:53,-22.4,46.12,80.4,50,72,4.56
534,Kristiinankaupunki,FI,2020-11-27 17:29:53,62.27,21.38,31.86,95,35,7.45
535,Mackay,AU,2020-11-27 17:29:54,-21.15,149.2,77.0,65,40,16.11
536,Onega,RU,2020-11-27 17:29:54,63.91,38.14,24.53,96,96,7.83
537,Puerto Leguizamo,CO,2020-11-27 17:29:54,-0.19,-74.78,91.53,51,43,4.68
538,Saldanha,ZA,2020-11-27 17:29:54,-33.01,17.94,80.6,24,93,16.11
539,Gramoteino,RU,2020-11-27 17:29:54,54.54,86.38,5.27,92,0,3.83
540,Lac-Megantic,CA,2020-11-27 17:29:54,45.58,-70.88,42.01,100,100,8.01
541,Mantua,IT,2020-11-27 17:29:54,45.17,10.78,39.99,99,5,2.19
542,Kuusamo,FI,2020-11-27 17:29:54,65.97,29.18,28.4,92,90,1.12
543,Malatya,TR,2020-11-27 17:29:54,38.5,38.0,28.4,86,0,5.82
544,Tarrafal,CV,2020-11-27 17:29:55,15.28,-23.77,80.6,51,20,16.11
545,San Quintin,MX,2020-11-27 17:29:55,30.48,-115.95,61.97,35,0,0.96
546,Mutuipe,BR,2020-11-27 17:29:55,-13.23,-39.5,77.59,71,100,7.56
547,Tucupita,VE,2020-11-27 17:29:55,9.06,-62.05,86.68,68,59,3.85
548,At-Bashi,KG,2020-11-27 17:29:55,41.17,75.81,26.19,77,100,3.27
549,Ucluelet,CA,2020-11-27 17:26:41,48.93,-125.55,52.0,100,90,9.17
550,Vilyuysk,RU,2020-11-27 17:29:55,63.76,121.62,-1.44,92,96,7.34
551,Xam Nua,LA,2020-11-27 17:29:55,20.42,104.04,56.97,95,34,2.15
552,Raudeberg,NO,2020-11-27 17:29:56,61.99,5.14,42.01,87,98,14.47
553,Floro,NO,2020-11-27 17:29:56,61.6,5.03,42.8,70,75,10.29
554,Sarakhs,IR,2020-11-27 17:29:56,36.54,61.16,44.6,75,90,6.93
555,Coquimbo,CL,2020-11-27 17:29:56,-29.95,-71.34,64.4,68,20,12.75
556,Ballitoville,ZA,2020-11-27 17:29:56,-29.54,31.21,64.4,88,90,4.7
557,Saint-Augustin,CA,2020-11-27 17:29:56,51.23,-58.65,38.32,97,100,13.69
558,Minsk,BY,2020-11-27 17:27:56,53.9,27.57,35.6,93,75,8.95
559,Husavik,IS,2020-11-27 17:29:56,66.04,-17.34,33.8,80,90,23.04
560,Hamilton,US,2020-11-27 17:27:27,39.18,-84.53,54.0,58,90,3.36
561,Golden,US,2020-11-27 17:25:23,39.76,-105.22,36.0,69,5,3.04
562,Valparaiso,CL,2020-11-27 17:29:57,-33.04,-71.63,62.6,72,0,5.82
563,Krasnoborsk,RU,2020-11-27 17:29:57,61.56,45.93,17.01,96,95,7.7
564,Kuching,MY,2020-11-27 17:29:57,1.55,110.33,73.4,100,40,3.36
565,Petropavlovsk-Kamchatskiy,RU,2020-11-27 17:29:57,53.05,158.65,10.4,85,34,4.47
566,Kisanga,TZ,2020-11-27 17:29:57,-7.44,37.7,81.21,66,5,7.02
567,Lasa,IT,2020-11-27 17:29:57,46.62,10.7,36.0,65,5,1.3
568,Rafraf,TN,2020-11-27 17:29:58,37.19,10.18,64.4,88,40,13.87
569,Yulara,AU,2020-11-27 17:29:58,-25.24,130.99,77.0,25,40,2.13
570,Bom Jardim,BR,2020-11-27 17:29:58,-7.8,-35.59,89.6,40,40,14.99
